988,"[133, 8, 130]"
988,"[133, 8, 130]"
988,"[133, 8, 130]"
988,"[133, 8, 130]"
869,"[133, 56, 130]"
869,"[133, 56, 130]"
869,"[133, 56, 130]"
868,"[133, 56, 131]"
868,"[133, 56, 131]"
757,"[133, 131, 128]"
762,"[131, 124, 132]"
762,"[131, 124, 132]"
762,"[131, 124, 132]"
762,"[131, 124, 132]"
781,"[124, 132, 113]"
781,"[124, 132, 113]"
876,"[128, 67, 113]"
876,"[128, 67, 113]"
876,"[128, 67, 113]"
863,"[128, 67, 125]"
767,"[128, 125, 129]"
755,"[1, 125]"
755,"[1, 125]"
755,"[1, 125]"
915,"[129, 48, 114]"
915,"[129, 48, 114]"
915,"[129, 48, 114]"
996,"[129, 114, 14]"
929,"[110, 62, 92]"
929,"[110, 62, 92]"
929,"[110, 62, 92]"
769,"[110, 3]"
975,"[3, 10]"
971,"[5, 10]"
964,"[5, 14]"
891,"[23, 24]"
891,"[23, 24]"
995,"[26, 95, 123]"
995,"[26, 95, 123]"
856,"[95, 101, 109]"
989,"[101, 31, 108]"
989,"[101, 31, 108]"
943,"[35, 119, 123]"
997,"[35, 119, 81]"
812,"[108, 112, 119]"
800,"[109, 120, 121]"
800,"[109, 120, 121]"
797,"[112, 120, 121]"
998,"[112, 54, 63]"
994,"[54, 55, 126]"
996,"[55, 63, 111]"
999,"[58, 64, 104]"
999,"[58, 64, 104]"
966,"[66, 74, 103]"
966,"[66, 74, 103]"
940,"[79, 81, 85]"
919,"[79, 85, 96]"
833,"[96, 111, 116]"
999,"[116, 122, 16]"
757,"[122, 2]"
990,"[0, 4]"
969,"[6, 11]"
969,"[7, 9]"
952,"[12, 13]"
938,"[15, 19]"
939,"[17, 18]"
926,"[20, 21]"
887,"[22, 28]"
883,"[25, 27]"
856,"[29, 32]"
851,"[30, 33]"
835,"[34, 36]"
826,"[37, 38]"
816,"[39, 41]"
812,"[40, 42]"
804,"[43, 44]"
792,"[45, 46]"
775,"[47, 51]"
771,"[49, 50]"
748,"[52, 53]"
992,"[57, 61, 115]"
1000,"[59, 60, 107]"
998,"[65, 68, 91]"
